"","player_id","Name","DoB","Position","Club","Division","Nationality","EU National","Contract Start","Contract End","Transfer Value","Pref. Foot","Left Foot","Right Foot","Height","Weight","All-time Apps","All-time Gls","Current Ability","Potential Ability","Corners","Crossing","Dribbling","Finishing","First Touch","Free Kicks","Heading","Long Shots","Long Throws","Marking","Passing","Penalties","Tackling","Technique","Aggression","Anticipation","Bravery","Composure","Concentration","Decisions","Determination","Flair","Leadership","Off the Ball","Positioning","Teamwork","Vision","Work Rate","Acceleration","Agility","Balance","Jumping Reach","Natural Fitness","Pace","Stamina","Strength","Versatility","Temperament","Sportsmanship","Professionalism","Pressure","Loyalty","Injury Proneness","Important Matches","Dirtiness","Controversy","Consistency","Ambition","Adaptability","Throwing","Rushing out Tendency","Reflexes","Punching Tendency","One on Ones","Kicking","Handling","Eccentricity","Communication","Command of Area","Aerial Reach"
"20",309147,"Pepe","2/26/1983 (40 years old)","D (C)","FC Porto","Portuguese Premier League","POR","Yes","4/23/2023","6/30/2024","$400K - $3.9M","Right","Reasonable","Very Strong","6'2""","174 lbs","513","34",154,165,6,8,10,8,11,8,15,8,8,18,12,8,16,11,17,15,18,10,14,15,18,8,20,12,15,15,10,13,11,12,12,16,13,13,14,14,8,7,3,20,17,13,14,18,19,6,16,18,16,1,3,1,2,2,2,2,3,1,2,2
"21",28122195,"Fábio Carvalho","8/30/2002 (20 years old)","M (LC), AM (RLC)","Liverpool","English Premier Division","POR","Yes","7/1/2022","6/30/2027","$22M - $28M","Right","Reasonable","Very Strong","5'7""","136 lbs","53","13",132,165,12,10,15,12,14,12,7,11,5,7,14,12,9,15,12,13,11,13,11,12,13,15,7,13,8,12,14,13,15,16,12,7,13,14,12,7,12,12,12,13,11,10,8,10,9,5,12,15,12,3,1,2,4,3,3,2,2,2,3,1
"22",55070307,"Rúben Neves","3/13/1997 (26 years old)","DM, M (C)","Wolves","English Premier Division","POR","Yes","6/14/2021","6/30/2027","$44M - $55M","Right","Reasonable","Very Strong","5'11""","176 lbs","278","30",150,165,14,13,12,11,14,14,9,15,7,11,17,16,13,16,13,15,12,15,13,14,16,11,14,11,14,16,17,15,12,13,14,11,14,11,14,12,11,12,14,19,16,16,8,13,13,6,14,14,12,3,3,3,3,2,1,3,2,1,1,2
"23",2000199219,"Gonçalo Moreira","1/3/2006 (17 years old)","AM (RL)","Benfica","Portuguese Premier League","POR","Yes","7/1/2022","6/30/2025","$3K - $30K","Right","Weak","Very Strong","5'7""","134 lbs","-","-",89,165,6,10,12,11,12,6,5,8,4,5,11,5,5,13,12,10,12,10,11,9,16,15,7,12,6,11,11,12,13,13,8,5,12,12,9,8,14,19,18,18,14,11,8,12,5,8,12,14,12,2,2,1,3,1,1,2,1,2,1,2
"24",14167329,"Lisandro Martínez","1/18/1998 (25 years old)","D (LC)","Man UFC","English Premier Division","ARG","No","7/27/2022","6/30/2027","$135M - $163M","Left","Very Strong","Reasonable","5'9""","169 lbs","148","10",155,165,6,9,11,7,14,8,14,6,12,15,15,10,16,15,17,16,17,16,14,14,17,10,13,10,16,14,14,15,13,13,14,12,15,13,15,15,13,12,8,14,14,12,7,11,14,6,15,13,14,1,2,3,4,3,1,1,1,3,3,2
"25",2000265865,"Rodrigo Mora","5/5/2007 (16 years old)","AM (LC)","FC Porto B","Portuguese Second League","POR","Yes","6/1/2023","6/30/2026","$3.6M - $7.2M","Right Only","Weak","Very Strong","5'9""","154 lbs","1","-",85,165,8,9,13,10,12,7,5,10,5,6,11,10,6,13,10,12,9,10,9,11,5,15,8,12,7,10,13,10,12,12,9,6,11,12,9,7,12,18,12,10,11,10,9,15,7,8,12,12,19,2,3,3,2,3,2,3,2,2,4,1
"26",55061470,"Nélson Semedo","11/16/1993 (29 years old)","D/WB (R)","Wolves","English Premier Division","POR","Yes","5/19/2023","6/30/2025","$49M - $75M","Right","Reasonable","Very Strong","5'10""","152 lbs","338","15",144,164,8,12,14,9,15,8,7,10,11,11,12,8,14,15,13,14,13,9,10,11,15,14,6,15,12,14,12,15,16,16,14,8,15,16,15,13,15,10,13,15,15,14,7,15,11,10,13,13,16,2,2,1,1,2,2,2,3,2,3,3
"27",55070285,"João Palhinha","7/9/1995 (27 years old)","DM, M (C)","Fulham","English Premier Division","POR","Yes","7/3/2022","6/30/2027","$98M - $118M","Right","Fairly Strong","Very Strong","6'3""","185 lbs","220","12",155,164,5,11,12,9,13,4,15,13,10,14,14,10,18,14,14,16,17,15,16,15,15,6,14,13,17,15,13,15,11,10,14,15,15,12,15,16,13,12,15,19,14,16,10,14,13,5,16,12,11,2,1,2,1,3,2,1,3,1,3,1
"28",29179717,"Pedro Neto","3/9/2000 (23 years old)","AM (RLC), ST (C)","Wolves","English Premier Division","POR","Yes","11/3/2020","6/30/2025","$86M - $103M","Left","Very Strong","Reasonable","5'8""","136 lbs","99","10",137,163,13,13,16,13,13,11,7,13,3,5,13,10,5,15,9,9,9,11,10,11,15,16,7,13,6,11,11,13,16,13,11,7,14,16,12,7,17,15,16,15,14,13,10,12,11,8,14,15,13,3,2,3,3,1,2,2,3,4,2,1
"29",83297596,"Rafael Luís","2/18/2005 (18 years old)","DM, M (C)","Benfica","Portuguese Premier League","POR","Yes","6/17/2022","6/30/2025","$6.4M - $9.8M","Left","Very Strong","Reasonable","6'2""","176 lbs","-","-",102,163,8,8,11,7,13,6,8,10,6,10,13,8,10,13,10,11,10,13,12,11,16,14,7,8,9,11,13,10,12,12,13,10,16,13,11,12,12,18,19,18,14,17,7,12,5,6,16,18,14,1,3,2,2,2,3,3,3,1,3,1
"30",2000131484,"João Rêgo","6/20/2005 (17 years old)","AM (RLC)","Benfica","Portuguese Premier League","POR","Yes","9/18/2021","6/30/2024","$5M - $7.6M","Right","Weak","Very Strong","6'0""","141 lbs","-","-",100,162,11,10,13,10,13,9,5,10,4,7,13,8,4,13,10,10,12,12,13,12,16,16,6,12,7,9,14,9,13,13,10,7,14,12,10,8,18,16,15,16,14,12,5,10,8,10,14,15,16,2,1,4,2,2,2,1,1,1,3,3
"31",83228731,"Gonçalo Inácio","8/25/2001 (21 years old)","D (C)","Sporting CP","Portuguese Premier League","POR","Yes","4/1/2022","6/30/2026","$38M - $48M","Left","Very Strong","Weak","6'2""","176 lbs","81","6",142,162,7,11,12,11,13,7,16,9,9,15,15,7,12,14,15,13,14,14,16,13,15,4,12,13,14,14,14,13,12,12,13,16,15,13,14,14,10,13,14,17,16,16,9,11,7,6,14,14,8,3,2,2,3,3,4,2,2,3,2,3
"32",83188780,"Matheus Nunes","8/27/1998 (24 years old)","M (C), AM (RC)","Wolves","English Premier Division","POR","Yes","8/17/2022","6/30/2027","$44M - $67M","Right","Fairly Strong","Very Strong","6'0""","171 lbs","129","10",149,161,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,13,15,15,8,14,14,16,14,16,14,13,13,12,17,14,16,14,14,15,13,18,17,13,3,17,13,5,15,16,14,4,3,1,2,4,1,3,1,1,1,1
"33",55027994,"André Gomes","7/30/1993 (29 years old)","M (C)","Everton","English Premier Division","POR","Yes","6/15/2020","6/30/2024","$11.5M","Right","Fairly Strong","Very Strong","6'2""","185 lbs","254","24",130,161,11,12,11,11,16,13,10,9,9,8,15,14,12,17,10,13,9,16,11,15,12,13,9,12,11,14,13,14,8,10,13,12,13,11,12,14,13,12,14,15,11,13,10,14,12,5,13,12,13,1,3,1,1,3,2,2,1,3,3,2
"34",83174759,"Fábio Vieira","5/30/2000 (23 years old)","M (C), AM (RLC)","Arsenal","English Premier Division","POR","Yes","7/1/2022","6/30/2027","$95M - $119M","Left","Very Strong","Reasonable","5'8""","141 lbs","104","18",148,160,14,14,15,12,16,14,8,13,5,6,16,13,8,17,12,14,12,15,12,15,13,15,10,14,9,13,16,14,14,15,15,6,13,14,14,9,13,12,12,15,16,16,6,15,6,5,14,12,12,3,2,1,2,1,2,1,3,4,3,2
"35",14130029,"Cristian Romero","4/27/1998 (25 years old)","D (C)","Tottenham","English Premier Division","ARG","No","8/30/2022","6/30/2027","$65M - $78M","Right","Reasonable","Very Strong","6'1""","174 lbs","156","6",148,164,5,6,9,8,13,4,16,5,4,16,12,8,18,12,18,18,15,16,12,12,16,8,12,6,13,14,11,17,13,14,14,14,15,13,14,15,8,10,9,14,14,12,8,15,15,4,15,15,16,1,2,2,2,1,2,3,3,1,1,2
"36",2000030130,"João Neves","9/27/2004 (18 years old)","DM, M/AM (C)","Benfica","Portuguese Premier League","POR","Yes","6/13/2022","6/30/2026","$46M - $69M","Right","Weak","Very Strong","5'9""","147 lbs","28","1",139,160,12,12,14,11,14,10,12,11,12,10,14,10,11,14,17,13,16,14,16,13,17,14,12,13,12,14,14,17,13,14,14,10,17,13,16,12,12,11,17,16,14,19,8,12,10,6,15,15,12,3,1,2,2,1,2,1,3,1,3,3
"37",85045409,"Raphaël Guerreiro","12/22/1993 (29 years old)","D/WB (L), DM, M (C)","Borussia Dortmund","Bundesliga","POR","Yes","6/14/2021","6/30/2026","$35M - $42M","Left","Very Strong","Weak","5'7""","156 lbs","296","41",147,159,15,15,15,11,17,16,7,14,14,9,16,12,11,17,9,15,10,16,10,13,11,16,5,16,10,12,16,10,14,15,12,6,10,12,15,9,17,16,16,10,13,12,14,15,6,8,12,10,10,3,3,3,2,3,2,3,1,2,3,1
"38",83297509,"Vasco Sousa","4/3/2003 (20 years old)","M/AM (C)","FC Porto","Portuguese Premier League","POR","Yes","8/10/2021","6/30/2025","$16.5M - $20M","Right Only","Weak","Very Strong","5'5""","123 lbs","58","2",110,159,8,11,14,11,14,6,4,9,5,8,15,10,7,14,11,12,14,13,11,13,13,16,7,12,8,12,15,12,12,12,13,6,13,12,13,8,6,18,9,10,13,10,7,10,2,6,10,10,13,1,1,1,1,2,3,3,1,3,4,3
"39",83261140,"Francisco Conceição","12/14/2002 (20 years old)","AM (R)","Ajax","Keuken Kampioen Divisie","POR","Yes","7/21/2022","6/30/2027","$7M - $11M","Left","Very Strong","Weak","5'7""","141 lbs","85","11",128,159,12,12,16,11,14,11,6,11,3,4,13,11,5,15,13,12,15,13,11,11,9,19,8,14,5,8,12,13,15,16,13,7,13,14,13,8,6,7,5,14,11,3,3,13,14,16,11,10,5,2,2,3,1,3,1,1,1,2,1,1
"40",55063493,"Rafa","5/17/1993 (30 years old)","AM (RLC)","Benfica","Portuguese Premier League","POR","Yes","6/14/2021","6/30/2024","$33M - $39M","Right","Reasonable","Very Strong","5'8""","136 lbs","312","74",156,158,11,11,16,12,15,11,5,12,5,6,14,12,9,15,13,13,11,10,11,12,13,19,10,17,7,9,15,11,18,18,15,5,16,17,13,6,10,14,10,14,12,18,7,15,6,6,12,4,8,3,3,3,1,1,1,3,4,3,3,1
"41",28127132,"Wanya Marçal-Madivádua","10/19/2002 (20 years old)","M/AM (RLC)","Leicester","Sky Bet Championship","POR","Yes","6/12/2023","6/30/2025","$18.5M - $28M","Right","Fairly Strong","Very Strong","5'11""","160 lbs","-","-",118,158,11,11,12,11,12,11,8,11,7,6,12,6,8,12,7,10,5,11,12,10,10,11,13,10,9,12,11,13,13,10,12,12,15,14,13,9,16,8,11,7,9,10,11,12,4,11,12,10,16,3,3,2,4,4,2,2,3,3,3,4
"42",2000047625,"Luís Gomes","4/24/2004 (19 years old)","AM (RL)","Sporting CP","Portuguese Premier League","POR","Yes","10/14/2020","6/30/2025","$2.9M - $5.8M","Right","Weak","Very Strong","5'8""","141 lbs","-","-",82,157,9,13,12,9,12,8,5,8,4,4,11,4,5,13,10,11,8,11,9,10,12,10,6,12,6,13,12,8,11,12,10,5,11,11,9,6,8,19,9,13,11,10,5,10,6,6,10,10,8,2,3,2,3,1,2,3,1,3,4,3
"43",744536,"Miguel Veloso","5/11/1986 (37 years old)","DM, M (C)","Hellas Verona","Italian Serie A","POR","Yes","6/14/2021","6/30/2024","$70K - $700K","Left Only","Very Strong","Weak","5'11""","174 lbs","417","25",125,157,15,11,12,7,14,16,9,14,4,12,15,13,14,15,15,15,10,14,13,14,17,11,15,9,14,14,15,12,11,11,13,10,14,10,12,10,12,12,14,19,17,12,8,13,14,8,15,16,14,3,2,3,1,2,3,3,3,3,3,1
"44",29192705,"Pedro Gonçalves","6/28/1998 (24 years old)","M (C), AM (RLC)","Sporting CP","Portuguese Premier League","POR","Yes","10/29/2021","6/30/2026","$37M - $45M","Right","Fairly Strong","Very Strong","5'9""","147 lbs","125","51",150,157,12,13,15,16,15,14,8,14,10,6,14,8,9,16,11,16,8,14,12,14,14,14,12,15,10,11,15,13,14,15,14,8,16,14,14,9,10,13,14,15,16,13,8,12,12,6,14,12,17,1,2,1,2,2,3,1,3,2,3,1
"45",83174775,"João Mário","1/3/2000 (23 years old)","D/WB/M (R)","FC Porto","Portuguese Premier League","POR","Yes","10/7/2022","6/30/2027","$30M - $38M","Right","Strong","Very Strong","5'10""","149 lbs","102","8",142,157,11,15,16,10,14,7,6,9,11,8,13,8,11,15,11,11,12,13,11,12,13,15,9,13,11,12,13,13,15,15,13,8,14,16,14,8,16,15,8,14,12,15,5,10,8,2,13,13,7,2,2,2,3,1,3,3,3,1,4,3
"46",14183207,"Julián Álvarez","1/31/2000 (23 years old)","AM (RLC), ST (C)","Man City","English Premier Division","ARG","No","3/16/2023","6/30/2028","$47M - $59M","Right","Fairly Strong","Very Strong","5'7""","154 lbs","105","42",151,162,14,11,13,15,16,13,10,14,6,5,13,13,8,15,11,13,12,14,12,14,14,17,7,15,8,16,13,16,15,14,13,7,15,13,16,13,13,8,17,14,14,12,6,14,8,5,13,14,16,1,2,2,1,1,1,2,1,2,2,3
"47",55041710,"Gonçalo Guedes","11/29/1996 (26 years old)","M (RL), AM (RLC), ST (C)","Benfica","Portuguese Premier League","POR","Yes","8/8/2022","6/30/2027","$58M - $88M","Right","Reasonable","Very Strong","5'10""","158 lbs","255","45",144,156,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,10,11,10,13,15,7,14,7,12,12,14,16,13,12,10,15,15,13,12,11,13,17,13,9,15,15,10,8,7,12,13,13,1,2,2,1,1,1,2,3,1,2,2
"48",55013032,"Danilo Pereira","9/9/1991 (31 years old)","D (C), DM, M (C)","Paris SG","Ligue 1 Uber Eats","POR","Yes","7/1/2021","6/30/2025","Not for Sale","Right","Fairly Strong","Very Strong","6'2""","182 lbs","320","31",154,156,6,8,11,8,11,7,15,12,8,14,13,12,15,12,13,14,15,14,15,13,14,9,15,13,15,15,12,14,13,12,14,15,17,13,16,17,11,18,17,18,14,14,6,13,9,9,15,15,14,3,1,3,4,2,1,1,3,3,1,3
"49",83111501,"Thierry Rendall Correia","3/9/1999 (24 years old)","D (RL), WB (R)","Valencia","Spanish First Division","POR","Yes","10/5/2021","6/30/2026","$15M - $18M","Right","Reasonable","Very Strong","5'10""","158 lbs","83","1",138,156,8,12,12,6,12,5,8,8,12,10,11,10,11,13,13,13,13,11,11,10,13,14,7,12,10,12,11,14,15,16,15,14,15,16,16,17,13,9,7,13,12,13,5,11,12,10,12,11,19,2,3,2,3,3,3,1,1,3,4,1
"50",55012106,"William Carvalho","4/7/1992 (31 years old)","DM, M (C)","Real Hispalis","Spanish First Division","POR","Yes","9/1/2022","6/30/2026","Not for Sale","Right","Fairly Strong","Very Strong","6'2""","182 lbs","333","23",150,156,8,9,14,9,15,10,11,9,7,11,15,9,16,16,12,13,13,17,18,15,12,14,15,12,17,17,17,11,10,10,18,13,13,10,15,19,9,15,16,19,15,10,9,14,8,10,10,10,14,3,1,1,3,3,3,2,2,3,1,1
"51",83320124,"Mateus Fernandes","7/10/2004 (18 years old)","M/AM (C)","Sporting CP","Portuguese Premier League","POR","Yes","10/8/2022","6/30/2027","$120K - $1.2M","Right","Reasonable","Very Strong","5'10""","158 lbs","39","2",114,156,10,12,14,10,14,8,9,10,6,8,13,8,13,14,13,8,9,12,12,12,14,12,8,12,11,13,14,13,12,13,12,8,14,12,14,7,14,12,11,12,13,11,5,12,12,7,13,12,14,3,1,1,3,1,2,3,3,2,3,2
"52",55070298,"Renato Sanches","8/18/1997 (25 years old)","DM, M (C), AM (RC)","Paris SG","Ligue 1 Uber Eats","POR","Yes","8/4/2022","6/30/2027","$9.8M - $15M","Right","Reasonable","Very Strong","5'9""","154 lbs","194","14",142,156,9,12,15,11,14,9,9,15,10,10,14,11,11,16,17,11,16,14,12,11,18,14,8,13,9,11,13,16,14,14,18,10,17,13,16,14,13,10,10,11,9,13,13,14,13,13,12,15,6,2,1,2,3,2,2,2,3,2,1,2
"53",2000009057,"Carlos Borges","3/19/2004 (19 years old)","AM (RL)","Man City","English Premier Division","POR","Yes","6/13/2022","6/30/2027","$18M - $22M","Left","Very Strong","Weak","5'7""","127 lbs","-","-",125,156,9,13,15,12,13,10,6,12,6,3,12,8,4,12,8,10,14,10,9,7,12,13,4,12,5,9,12,14,17,15,8,7,13,18,11,8,16,18,14,10,12,10,6,13,9,3,12,11,9,2,3,2,3,2,2,3,1,2,2,1
"54",55069796,"Ricardo Horta","9/15/1994 (28 years old)","AM (RLC), ST (C)","BRG","Portuguese Premier League","POR","Yes","4/5/2023","6/30/2028","$29M - $43M","Right","Reasonable","Very Strong","5'8""","138 lbs","305","88",153,155,13,13,16,15,15,13,7,14,6,5,13,14,8,16,8,12,8,14,11,13,13,17,13,17,8,11,15,12,16,15,13,7,16,15,13,7,12,14,11,15,15,16,7,14,6,6,15,14,10,2,2,3,3,1,2,2,1,1,3,2
"55",83111598,"David Carmo","7/17/1999 (23 years old)","D (C), DM","FC Porto","Portuguese Premier League","POR","Yes","7/5/2022","6/30/2027","$25M - $38M","Left","Very Strong","Reasonable","6'5""","187 lbs","95","2",138,155,6,10,10,8,12,7,13,9,11,16,13,8,12,13,13,11,16,13,12,12,14,7,13,8,14,15,13,14,10,9,14,17,15,14,14,17,8,8,13,15,8,16,12,6,15,11,12,13,10,1,1,2,3,2,1,3,3,1,2,1
